label,status,observed,reference,ratio,passed,note
10.20,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
11.1,executable or numerical diagnostic,,,,,Implemented directly or represented by a finite-resolution analogue.
11.2,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
11.3,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
11.4,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
11.5,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
11.6,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
12.1,executable diagnostic,0.9502654218750002,2.0706721822537797,2.1790461218383257,True,Tube-doubling inequality
12.2,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
12.3,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
12.4,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
12.5,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
12.6,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
12.7,diagnostic trace,,,,,"Represented indirectly through sampled covers, multiscale metrics, or derived diagnostics."
